"id","area","rooms","floor","year","price","district","lat","lng","status","created_at","updated_at","address","bathrooms","decoration","halls","name","orientation","price_per_sqm","property_type","total_floors"
"7369","85","2","18","2025","594605.6","泾渭街道","34.536159","109.082594","available","3/5/2026 05:47:37.545327+00","3/5/2026 05:47:37.545327+00","西安市高陵区泾渭街道泾渭明珠19栋6单元","1","精装","1","泾渭明珠","南","6995.36","住宅","25"
"7370","132.8","3","12","2025","731592.54","鹿苑街道","34.532587","109.073082","available","3/5/2026 05:47:37.545327+00","3/5/2026 05:47:37.545327+00","西安市高陵区鹿苑街道鹿苑小区8栋6单元","2","豪装","2","鹿苑小区","东","5508.98","住宅","18"
"7371","107.1","3","9","2026","730017.16","通远街道","34.538229","109.102536","available","3/5/2026 05:47:37.545327+00","3/5/2026 05:47:37.545327+00","西安市高陵区通远街道高陵碧桂园7栋1单元","2","豪装","2","高陵碧桂园","南","6816.22","住宅","11"
"7372","150.9","4","20","2025","982438.98","崇皇街道","34.539278","109.080458","available","3/5/2026 05:47:37.545327+00","3/5/2026 05:47:37.545327+00","西安市高陵区崇皇街道崇皇新城17栋5单元","2","精装","3","崇皇新城","东南","6510.53","住宅","25"
"7373","96.8","2","1","2026","618953.72","渭水片区","34.534435","109.076705","available","3/5/2026 05:47:37.545327+00","3/5/2026 05:47:37.545327+00","西安市高陵区渭水片区渭水茗居3栋5单元","1","精装","1","渭水茗居","东北","6394.15","住宅","11"
"7374","124.6","3","21","2025","791960.09","泾渭街道","34.529267","109.08778","available","3/5/2026 05:47:37.545327+00","3/5/2026 05:47:37.545327+00","西安市高陵区泾渭街道泾渭春天2栋6单元","2","简装","2","泾渭春天","南","6356.02","住宅","25"
"7375","131.7","4","5","2025","750516.16","泾渭街道","34.520546","109.076926","available","3/5/2026 05:47:37.545327+00","3/5/2026 05:47:37.545327+00","西安市高陵区泾渭街道泾渭佳苑20栋5单元","1","精装","3","泾渭佳苑","东","5698.68","公寓","18"
"7376","81.1","1","14","2025","497235.45","耿镇街道","34.539536","109.09265","available","3/5/2026 05:47:37.545327+00","3/5/2026 05:47:37.545327+00","西安市高陵区耿镇街道高陵恒大12栋2单元","1","毛坯","1","高陵恒大","南","6131.14","住宅","18"
"7377","126.3","3","1","2025","686936.86","泾渭街道","34.528818","109.078719","available","3/5/2026 05:47:37.545327+00","3/5/2026 05:47:37.545327+00","西安市高陵区泾渭街道泾渭明珠6栋3单元","1","精装","2","泾渭明珠","南","5438.93","住宅","6"
"7378","95.4","2","18","2025","553973.49","泾渭街道","34.527963","109.085766","available","3/5/2026 05:47:37.545327+00","3/5/2026 05:47:37.545327+00","西安市高陵区泾渭街道泾渭上城18栋1单元","1","毛坯","1","泾渭上城","南","5806.85","住宅","18"
"7379","157.6","4","1","2025","718391.23","崇皇街道","34.542098","109.080488","available","3/5/2026 05:47:37.545327+00","3/5/2026 05:47:37.545327+00","西安市高陵区崇皇街道崇皇新城5栋2单元","2","精装","3","崇皇新城","南","4558.32","别墅","18"
"7380","136.8","3","5","2026","891038.59","泾渭街道","34.520602","109.080521","available","3/5/2026 05:47:37.545327+00","3/5/2026 05:47:37.545327+00","西安市高陵区泾渭街道泾渭明珠8栋5单元","2","精装","2","泾渭明珠","南","6513.44","公寓","6"
"7381","147.4","4","13","2026","1112273.03","耿镇街道","34.537971","109.103419","available","3/5/2026 05:47:37.545327+00","3/5/2026 05:47:37.545327+00","西安市高陵区耿镇街道高陵恒大11栋3单元","1","精装","3","高陵恒大","南","7545.95","住宅","18"
"7382","105.5","3","4","2025","429605.49","泾渭街道","34.520527","109.096155","available","3/5/2026 05:47:37.545327+00","3/5/2026 05:47:37.545327+00","西安市高陵区泾渭街道泾渭春天4栋4单元","1","豪装","2","泾渭春天","东南","4072.09","住宅","6"
"7383","151.8","4","1","2025","977291.44","崇皇街道","34.535976","109.090361","available","3/5/2026 05:47:37.545327+00","3/5/2026 05:47:37.545327+00","西安市高陵区崇皇街道崇皇花园11栋6单元","2","豪装","3","崇皇花园","东北","6438.02","住宅","6"
"7384","143.9","4","6","2025","1085834.86","鹿苑街道","34.535545","109.073341","available","3/5/2026 05:47:37.545327+00","3/5/2026 05:47:37.545327+00","西安市高陵区鹿苑街道鹿苑华庭18栋3单元","1","精装","3","鹿苑华庭","东南","7545.76","住宅","18"
"7385","136.1","3","11","2025","710014.65","泾渭街道","34.51855","109.082362","sold","3/5/2026 05:47:37.545327+00","3/5/2026 05:47:37.545327+00","西安市高陵区泾渭街道泾渭新城7栋5单元","2","豪装","2","泾渭新城","东北","5216.86","住宅","11"
"7386","154.9","4","18","2025","1054718.75","鹿苑街道","34.526952","109.094438","available","3/5/2026 05:47:37.545327+00","3/5/2026 05:47:37.545327+00","西安市高陵区鹿苑街道高陵天下18栋6单元","1","毛坯","3","高陵天下","东南","6809.03","住宅","18"
"7387","138.8","3","17","2026","864761.48","泾渭街道","34.531581","109.0913","off","3/5/2026 05:47:37.545327+00","3/5/2026 05:47:37.545327+00","西安市高陵区泾渭街道泾渭春天1栋6单元","1","豪装","2","泾渭春天","南","6230.27","住宅","18"
"7388","127.9","3","5","2025","609580.35","泾渭街道","34.519727","109.087604","available","3/5/2026 05:47:37.545327+00","3/5/2026 05:47:37.545327+00","西安市高陵区泾渭街道泾渭佳苑9栋1单元","2","毛坯","2","泾渭佳苑","南","4766.07","住宅","6"
"7389","85.7","2","9","2026","519372.85","泾渭街道","34.536984","109.091275","available","3/5/2026 05:47:37.545327+00","3/5/2026 05:47:37.545327+00","西安市高陵区泾渭街道泾渭佳苑3栋2单元","1","精装","1","泾渭佳苑","东","6060.36","住宅","25"
"7390","149.7","4","4","2026","932469.32","鹿苑街道","34.53627","109.08382","off","3/5/2026 05:47:37.545327+00","3/5/2026 05:47:37.545327+00","西安市高陵区鹿苑街道鹿苑新城13栋2单元","2","豪装","3","鹿苑新城","南","6228.92","住宅","30"
"7391","108.7","3","3","2025","673217.15","泾渭街道","34.533458","109.094483","sold","3/5/2026 05:47:37.545327+00","3/5/2026 05:47:37.545327+00","西安市高陵区泾渭街道泾渭春天10栋2单元","2","精装","2","泾渭春天","南","6193.35","住宅","6"
"7392","106","2","1","2026","676945.68","崇皇街道","34.549663","109.084148","available","3/5/2026 05:47:37.545327+00","3/5/2026 05:47:37.545327+00","西安市高陵区崇皇街道崇皇新城10栋3单元","1","精装","1","崇皇新城","东","6386.28","住宅","6"
"7393","105.4","3","4","2026","565762.96","泾渭街道","34.529976","109.085444","available","3/5/2026 05:47:37.545327+00","3/5/2026 05:47:37.545327+00","西安市高陵区泾渭街道泾渭上城7栋4单元","2","豪装","2","泾渭上城","东南","5367.77","住宅","6"
"7394","124.6","3","14","2025","719675.89","鹿苑街道","34.527662","109.073575","available","3/5/2026 05:47:37.545327+00","3/5/2026 05:47:37.545327+00","西安市高陵区鹿苑街道鹿苑华庭10栋4单元","2","简装","2","鹿苑华庭","南","5775.89","住宅","18"
"7395","105.5","2","10","2025","818727.47","鹿苑街道","34.533719","109.085939","available","3/5/2026 05:47:37.545327+00","3/5/2026 05:47:37.545327+00","西安市高陵区鹿苑街道高陵天下2栋2单元","1","豪装","1","高陵天下","南","7760.45","住宅","11"
"7396","139.6","3","6","2026","1299255.8","通远街道","34.526552","109.093145","available","3/5/2026 05:47:37.545327+00","3/5/2026 05:47:37.545327+00","西安市高陵区通远街道高陵碧桂园6栋4单元","2","豪装","2","高陵碧桂园","南","9306.99","住宅","30"
"7397","163.4","4","25","2026","994352.73","泾渭街道","34.540747","109.0824","available","3/5/2026 05:47:37.545327+00","3/5/2026 05:47:37.545327+00","西安市高陵区泾渭街道泾渭上城17栋6单元","2","简装","3","泾渭上城","西南","6085.39","住宅","25"
"7398","106","2","11","2026","696299.16","鹿苑街道","34.522626","109.080143","available","3/5/2026 05:47:37.545327+00","3/5/2026 05:47:37.545327+00","西安市高陵区鹿苑街道鹿苑华庭2栋2单元","1","精装","1","鹿苑华庭","西南","6568.86","住宅","25"
"7399","174.5","4","18","2025","1165501.21","鹿苑街道","34.542163","109.066498","available","3/5/2026 05:47:37.545327+00","3/5/2026 05:47:37.545327+00","西安市高陵区鹿苑街道鹿苑新城19栋5单元","2","精装","3","鹿苑新城","西北","6679.09","住宅","25"
"7400","132.4","3","16","2025","607950.35","泾渭街道","34.527779","109.084541","off","3/5/2026 05:47:37.545327+00","3/5/2026 05:47:37.545327+00","西安市高陵区泾渭街道泾渭春天5栋6单元","1","精装","2","泾渭春天","东南","4591.77","住宅","18"
"7401","122.3","3","7","2025","923652.41","渭水片区","34.534245","109.08674","available","3/5/2026 05:47:37.545327+00","3/5/2026 05:47:37.545327+00","西安市高陵区渭水片区渭水茗居2栋1单元","1","精装","2","渭水茗居","南","7552.35","住宅","25"
"7402","105.8","2","1","2026","872535.77","鹿苑街道","34.540833","109.083433","off","3/5/2026 05:47:37.545327+00","3/5/2026 05:47:37.545327+00","西安市高陵区鹿苑街道高陵天下4栋1单元","1","精装","1","高陵天下","东南","8247.03","住宅","11"
"7403","126.9","3","11","2026","1121431.8","通远街道","34.53611","109.106043","available","3/5/2026 05:47:37.545327+00","3/5/2026 05:47:37.545327+00","西安市高陵区通远街道高陵碧桂园13栋1单元","2","豪装","2","高陵碧桂园","东南","8837.13","公寓","25"
"7404","114.8","3","4","2026","723373.17","泾渭街道","34.533894","109.089396","sold","3/5/2026 05:47:37.545327+00","3/5/2026 05:47:37.545327+00","西安市高陵区泾渭街道泾渭佳苑10栋2单元","1","毛坯","2","泾渭佳苑","东","6301.16","住宅","11"
"7405","92","2","3","2026","640763.44","泾渭街道","34.534073","109.091489","sold","3/5/2026 05:47:37.545327+00","3/5/2026 05:47:37.545327+00","西安市高陵区泾渭街道泾渭明珠17栋3单元","1","简装","1","泾渭明珠","南","6964.82","住宅","11"
"7406","95.2","2","12","2025","644463.06","渭水片区","34.531935","109.074442","off","3/5/2026 05:47:37.545327+00","3/5/2026 05:47:37.545327+00","西安市高陵区渭水片区渭水茗居20栋1单元","1","精装","1","渭水茗居","东南","6769.57","公寓","25"
"7407","92.3","2","12","2026","550764.25","鹿苑街道","34.53837","109.06808","sold","3/5/2026 05:47:37.545327+00","3/5/2026 05:47:37.545327+00","西安市高陵区鹿苑街道鹿苑华庭20栋2单元","1","豪装","1","鹿苑华庭","西南","5967.11","住宅","18"
"7408","150.8","4","25","2025","1195450.41","耿镇街道","34.531666","109.091759","available","3/5/2026 05:47:37.545327+00","3/5/2026 05:47:37.545327+00","西安市高陵区耿镇街道高陵恒大19栋5单元","1","精装","3","高陵恒大","东南","7927.39","住宅","30"
"7409","120.8","3","12","2025","700108.48","泾渭街道","34.523423","109.082682","available","3/5/2026 05:47:37.545327+00","3/5/2026 05:47:37.545327+00","西安市高陵区泾渭街道泾渭上城15栋3单元","1","豪装","2","泾渭上城","西北","5795.6","公寓","18"
"7410","87.4","2","11","2026","582603.16","崇皇街道","34.534711","109.093134","available","3/5/2026 05:47:37.545327+00","3/5/2026 05:47:37.545327+00","西安市高陵区崇皇街道崇皇花园10栋4单元","1","精装","1","崇皇花园","南","6665.94","公寓","11"
"7411","84.1","1","20","2025","506212.2","泾渭街道","34.524407","109.093052","available","3/5/2026 05:47:37.545327+00","3/5/2026 05:47:37.545327+00","西安市高陵区泾渭街道泾渭新城15栋4单元","1","精装","1","泾渭新城","南","6019.17","公寓","30"
"7412","113.8","3","8","2026","681198.83","泾渭街道","34.537607","109.086555","available","3/5/2026 05:47:37.545327+00","3/5/2026 05:47:37.545327+00","西安市高陵区泾渭街道泾渭上城9栋4单元","2","毛坯","2","泾渭上城","西北","5985.93","住宅","18"
"7413","146.4","4","3","2025","947167.01","泾渭街道","34.522644","109.086535","available","3/5/2026 05:47:37.545327+00","3/5/2026 05:47:37.545327+00","西安市高陵区泾渭街道泾渭明珠10栋4单元","1","豪装","3","泾渭明珠","南","6469.72","住宅","6"
"7414","135","3","8","2025","1078612.2","耿镇街道","34.52045","109.093327","available","3/5/2026 05:47:37.546158+00","3/5/2026 05:47:37.546158+00","西安市高陵区耿镇街道高陵恒大1栋1单元","1","豪装","2","高陵恒大","东南","7989.72","住宅","18"
"7415","125.7","3","2","2025","859272.63","鹿苑街道","34.528128","109.092992","available","3/5/2026 05:47:37.546158+00","3/5/2026 05:47:37.546158+00","西安市高陵区鹿苑街道高陵天下20栋1单元","1","豪装","2","高陵天下","东南","6835.9","住宅","18"
"7416","178.9","4","5","2026","1185672.27","崇皇街道","34.549651","109.083488","available","3/5/2026 05:47:37.546158+00","3/5/2026 05:47:37.546158+00","西安市高陵区崇皇街道崇皇新城17栋4单元","1","简装","3","崇皇新城","南","6627.57","别墅","6"
"7417","122","3","6","2026","726519.76","鹿苑街道","34.527405","109.085354","available","3/5/2026 05:47:37.546158+00","3/5/2026 05:47:37.546158+00","西安市高陵区鹿苑街道鹿苑华庭1栋4单元","1","精装","2","鹿苑华庭","南","5955.08","住宅","6"
"7418","107.2","2","2","2025","675247.44","崇皇街道","34.538766","109.098711","available","3/5/2026 05:47:37.546158+00","3/5/2026 05:47:37.546158+00","西安市高陵区崇皇街道崇皇花园6栋1单元","1","简装","1","崇皇花园","南","6298.95","住宅","11"
"7419","126","3","18","2026","953071.56","鹿苑街道","34.540907","109.101905","available","3/5/2026 05:47:37.546158+00","3/5/2026 05:47:37.546158+00","西安市高陵区鹿苑街道高陵天下7栋6单元","2","简装","2","高陵天下","南","7564.06","住宅","18"
"7420","110.6","3","5","2026","572169.19","泾渭街道","34.527387","109.083077","available","3/5/2026 05:47:37.546158+00","3/5/2026 05:47:37.546158+00","西安市高陵区泾渭街道泾渭新城16栋4单元","2","简装","2","泾渭新城","东","5173.32","住宅","6"
"7421","103.5","2","14","2026","595998.54","渭水片区","34.530257","109.067969","available","3/5/2026 05:47:37.546158+00","3/5/2026 05:47:37.546158+00","西安市高陵区渭水片区渭水家园9栋5单元","1","精装","1","渭水家园","西北","5758.44","住宅","18"
"7422","113.3","3","12","2025","849578.92","鹿苑街道","34.533809","109.082682","available","3/5/2026 05:47:37.546158+00","3/5/2026 05:47:37.546158+00","西安市高陵区鹿苑街道鹿苑华庭7栋4单元","1","简装","2","鹿苑华庭","南","7498.49","住宅","25"
"7423","77.9","1","18","2025","334897.55","崇皇街道","34.547579","109.084912","available","3/5/2026 05:47:37.546158+00","3/5/2026 05:47:37.546158+00","西安市高陵区崇皇街道崇皇新城5栋1单元","1","简装","1","崇皇新城","东","4299.07","公寓","18"
"7424","85.8","2","26","2026","663329.24","耿镇街道","34.527827","109.093858","available","3/5/2026 05:47:37.546158+00","3/5/2026 05:47:37.546158+00","西安市高陵区耿镇街道高陵恒大8栋3单元","1","简装","1","高陵恒大","东南","7731.11","住宅","30"
"7425","104.9","2","3","2025","520136.16","鹿苑街道","34.542909","109.064795","available","3/5/2026 05:47:37.546158+00","3/5/2026 05:47:37.546158+00","西安市高陵区鹿苑街道鹿苑新城1栋1单元","1","豪装","1","鹿苑新城","南","4958.4","住宅","11"
"7426","76.6","1","2","2026","652543.14","鹿苑街道","34.539131","109.095228","available","3/5/2026 05:47:37.546158+00","3/5/2026 05:47:37.546158+00","西安市高陵区鹿苑街道高陵天下6栋6单元","1","精装","1","高陵天下","东","8518.84","公寓","6"
"7427","85","2","1","2025","478558.5","泾渭街道","34.540385","109.084637","available","3/5/2026 05:47:37.546158+00","3/5/2026 05:47:37.546158+00","西安市高陵区泾渭街道泾渭上城7栋6单元","1","毛坯","1","泾渭上城","南","5630.1","住宅","6"
"7428","102.3","2","5","2025","729972.9","耿镇街道","34.532765","109.106075","available","3/5/2026 05:47:37.546158+00","3/5/2026 05:47:37.546158+00","西安市高陵区耿镇街道高陵恒大16栋3单元","1","精装","1","高陵恒大","南","7135.61","住宅","25"
"7429","172.1","4","12","2026","798383.95","泾渭街道","34.520722","109.093313","available","3/5/2026 05:47:37.546158+00","3/5/2026 05:47:37.546158+00","西安市高陵区泾渭街道泾渭佳苑19栋5单元","1","精装","3","泾渭佳苑","东","4639.07","住宅","30"
"7430","115.9","3","20","2025","880100.56","鹿苑街道","34.53418","109.087448","available","3/5/2026 05:47:37.546158+00","3/5/2026 05:47:37.546158+00","西安市高陵区鹿苑街道鹿苑华庭3栋2单元","1","豪装","2","鹿苑华庭","西南","7593.62","住宅","25"
"7431","132.2","4","4","2026","759752.08","泾渭街道","34.524334","109.089032","available","3/5/2026 05:47:37.546158+00","3/5/2026 05:47:37.546158+00","西安市高陵区泾渭街道泾渭明珠17栋2单元","1","精装","3","泾渭明珠","东南","5746.99","公寓","6"
"7432","78.5","1","8","2025","454801.52","泾渭街道","34.525289","109.093511","available","3/5/2026 05:47:37.546158+00","3/5/2026 05:47:37.546158+00","西安市高陵区泾渭街道泾渭春天10栋4单元","1","精装","1","泾渭春天","南","5793.65","住宅","30"
"7433","123.1","3","2","2026","591449.95","崇皇街道","34.54436","109.091081","available","3/5/2026 05:47:37.546158+00","3/5/2026 05:47:37.546158+00","西安市高陵区崇皇街道崇皇花园20栋6单元","2","精装","2","崇皇花园","西北","4804.63","住宅","6"
"7434","101.6","2","14","2026","629635.52","泾渭街道","34.522877","109.099884","available","3/5/2026 05:47:37.546158+00","3/5/2026 05:47:37.546158+00","西安市高陵区泾渭街道泾渭春天12栋5单元","1","豪装","1","泾渭春天","南","6197.2","住宅","18"
"7435","152.5","4","12","2026","1132632.75","鹿苑街道","34.527666","109.075154","available","3/5/2026 05:47:37.546158+00","3/5/2026 05:47:37.546158+00","西安市高陵区鹿苑街道鹿苑华庭14栋1单元","2","豪装","3","鹿苑华庭","南","7427.1","住宅","18"
"7436","71.3","1","6","2026","351362.12","泾渭街道","34.523109","109.087905","available","3/5/2026 05:47:37.546158+00","3/5/2026 05:47:37.546158+00","西安市高陵区泾渭街道泾渭春天19栋4单元","1","精装","1","泾渭春天","东北","4927.94","住宅","18"
"7437","88.4","2","17","2026","625296.52","通远街道","34.524774","109.096544","available","3/5/2026 05:47:37.546158+00","3/5/2026 05:47:37.546158+00","西安市高陵区通远街道高陵碧桂园3栋2单元","1","豪装","1","高陵碧桂园","南","7073.49","住宅","25"
"7438","101.6","3","11","2026","522684.25","泾渭街道","34.530087","109.094301","available","3/5/2026 05:47:37.546158+00","3/5/2026 05:47:37.546158+00","西安市高陵区泾渭街道泾渭新城9栋4单元","2","精装","2","泾渭新城","南","5144.53","住宅","18"
"7439","81.6","2","25","2026","453469.15","崇皇街道","34.544901","109.079877","available","3/5/2026 05:47:37.546158+00","3/5/2026 05:47:37.546158+00","西安市高陵区崇皇街道崇皇新城3栋4单元","1","简装","1","崇皇新城","西","5557.22","住宅","30"
"7440","144.6","4","4","2025","1177451.77","鹿苑街道","34.53419","109.089066","available","3/5/2026 05:47:37.546158+00","3/5/2026 05:47:37.546158+00","西安市高陵区鹿苑街道高陵天下16栋2单元","1","精装","3","高陵天下","南","8142.82","公寓","11"
"7441","155.8","4","4","2026","959809.02","泾渭街道","34.528805","109.073211","available","3/5/2026 05:47:37.546158+00","3/5/2026 05:47:37.546158+00","西安市高陵区泾渭街道泾渭明珠10栋1单元","2","精装","3","泾渭明珠","东南","6160.52","别墅","18"
"7442","108.1","2","14","2025","646297.47","泾渭街道","34.540799","109.090046","available","3/5/2026 05:47:37.546158+00","3/5/2026 05:47:37.546158+00","西安市高陵区泾渭街道泾渭上城19栋6单元","1","精装","1","泾渭上城","东南","5978.7","公寓","18"
"7443","134.3","3","16","2025","761075.41","鹿苑街道","34.529139","109.07211","available","3/5/2026 05:47:37.546158+00","3/5/2026 05:47:37.546158+00","西安市高陵区鹿苑街道鹿苑新城2栋5单元","2","精装","2","鹿苑新城","东北","5666.98","住宅","30"
"7444","134.4","3","4","2026","500195.14","渭水片区","34.540413","109.081451","available","3/5/2026 05:47:37.546158+00","3/5/2026 05:47:37.546158+00","西安市高陵区渭水片区渭水家园14栋4单元","2","简装","2","渭水家园","南","3721.69","住宅","6"
"7445","143.1","4","16","2026","729903.01","鹿苑街道","34.538235","109.066671","available","3/5/2026 05:47:37.546158+00","3/5/2026 05:47:37.546158+00","西安市高陵区鹿苑街道鹿苑新城16栋1单元","2","毛坯","3","鹿苑新城","南","5100.65","住宅","18"
"7446","110.5","3","18","2026","771757.41","泾渭街道","34.522629","109.09623","available","3/5/2026 05:47:37.546158+00","3/5/2026 05:47:37.546158+00","西安市高陵区泾渭街道泾渭新城6栋5单元","2","精装","2","泾渭新城","南","6984.23","住宅","18"
"7447","129.3","3","22","2026","963520.33","鹿苑街道","34.527131","109.074963","available","3/5/2026 05:47:37.546158+00","3/5/2026 05:47:37.546158+00","西安市高陵区鹿苑街道鹿苑华庭8栋3单元","2","简装","2","鹿苑华庭","西南","7451.82","住宅","30"
"7448","147.8","4","1","2026","798663.9","泾渭街道","34.53163","109.083893","available","3/5/2026 05:47:37.546158+00","3/5/2026 05:47:37.546158+00","西安市高陵区泾渭街道泾渭佳苑14栋1单元","1","精装","3","泾渭佳苑","北","5403.68","住宅","18"
"7449","137.1","3","6","2025","933202.68","渭水片区","34.53912","109.091689","available","3/5/2026 05:47:37.546158+00","3/5/2026 05:47:37.546158+00","西安市高陵区渭水片区渭水茗居4栋5单元","2","豪装","2","渭水茗居","南","6806.73","住宅","25"
"7450","84.3","2","2","2025","438723.33","渭水片区","34.540031","109.077905","available","3/5/2026 05:47:37.546158+00","3/5/2026 05:47:37.546158+00","西安市高陵区渭水片区渭水茗居20栋2单元","1","毛坯","1","渭水茗居","东南","5204.31","住宅","18"
"7451","119.1","3","17","2025","866107.11","泾渭街道","34.520028","109.081514","sold","3/5/2026 05:47:37.546158+00","3/5/2026 05:47:37.546158+00","西安市高陵区泾渭街道泾渭新城11栋1单元","1","精装","2","泾渭新城","西","7272.1","住宅","18"
"7452","92.7","2","9","2026","501887.07","泾渭街道","34.529604","109.096266","available","3/5/2026 05:47:37.546158+00","3/5/2026 05:47:37.546158+00","西安市高陵区泾渭街道泾渭春天17栋5单元","1","简装","1","泾渭春天","西","5414.1","住宅","11"
"7453","138.6","3","12","2025","1112277.47","鹿苑街道","34.538227","109.08252","available","3/5/2026 05:47:37.546158+00","3/5/2026 05:47:37.546158+00","西安市高陵区鹿苑街道高陵天下20栋6单元","1","精装","2","高陵天下","西北","8025.09","住宅","25"
"7454","106.2","3","6","2025","669183.19","泾渭街道","34.535779","109.088292","available","3/5/2026 05:47:37.546158+00","3/5/2026 05:47:37.546158+00","西安市高陵区泾渭街道泾渭上城13栋1单元","2","精装","2","泾渭上城","南","6301.16","住宅","18"
"7455","167.9","4","6","2025","1134384.45","泾渭街道","34.524776","109.09219","available","3/5/2026 05:47:37.546158+00","3/5/2026 05:47:37.546158+00","西安市高陵区泾渭街道泾渭佳苑10栋2单元","1","精装","3","泾渭佳苑","东","6756.31","住宅","11"
"7456","158","4","3","2025","643492.92","渭水片区","34.533526","109.081539","available","3/5/2026 05:47:37.546158+00","3/5/2026 05:47:37.546158+00","西安市高陵区渭水片区渭水家园4栋2单元","2","毛坯","3","渭水家园","西北","4072.74","住宅","18"
"7457","106","2","10","2025","506717.1","泾渭街道","34.519613","109.078043","available","3/5/2026 05:47:37.546158+00","3/5/2026 05:47:37.546665+00","西安市高陵区泾渭街道泾渭新城6栋6单元","1","简装","1","泾渭新城","南","4780.35","住宅","11"
"7458","89.6","2","11","2026","694422.4","鹿苑街道","34.53941","109.093666","available","3/5/2026 05:47:37.546665+00","3/5/2026 05:47:37.546665+00","西安市高陵区鹿苑街道高陵天下16栋3单元","1","简装","1","高陵天下","西","7750.25","住宅","11"
"7459","163.5","4","27","2025","969353.9","泾渭街道","34.529631","109.086856","available","3/5/2026 05:47:37.546665+00","3/5/2026 05:47:37.546665+00","西安市高陵区泾渭街道泾渭新城12栋3单元","2","精装","3","泾渭新城","西南","5928.77","住宅","30"
"7460","135.4","3","18","2026","772749.46","渭水片区","34.535303","109.078275","available","3/5/2026 05:47:37.546665+00","3/5/2026 05:47:37.546665+00","西安市高陵区渭水片区渭水茗居17栋2单元","2","精装","2","渭水茗居","南","5707.16","住宅","18"
"7461","106.2","2","15","2026","645467.67","崇皇街道","34.544553","109.104789","available","3/5/2026 05:47:37.546665+00","3/5/2026 05:47:37.546665+00","西安市高陵区崇皇街道崇皇花园1栋1单元","1","精装","1","崇皇花园","西南","6077.85","住宅","18"
"7462","118.3","3","5","2026","870543.67","泾渭街道","34.535132","109.09466","off","3/5/2026 05:47:37.546665+00","3/5/2026 05:47:37.546665+00","西安市高陵区泾渭街道泾渭上城20栋5单元","2","精装","2","泾渭上城","南","7358.78","住宅","18"
"7463","128.2","3","11","2025","625196.79","鹿苑街道","34.535769","109.071764","available","3/5/2026 05:47:37.546665+00","3/5/2026 05:47:37.546665+00","西安市高陵区鹿苑街道鹿苑小区3栋2单元","2","精装","2","鹿苑小区","北","4876.73","住宅","11"
"7464","124.5","3","3","2026","736014.12","鹿苑街道","34.528199","109.075849","available","3/5/2026 05:47:37.546665+00","3/5/2026 05:47:37.546665+00","西安市高陵区鹿苑街道鹿苑华庭19栋2单元","2","精装","2","鹿苑华庭","南","5911.76","住宅","6"
"7465","139.2","4","6","2026","853294.61","泾渭街道","34.517031","109.088913","available","3/5/2026 05:47:37.546665+00","3/5/2026 05:47:37.546665+00","西安市高陵区泾渭街道泾渭新城17栋5单元","1","精装","3","泾渭新城","南","6129.99","住宅","11"
"7466","128.5","3","16","2025","801417.23","鹿苑街道","34.53737","109.096738","available","3/5/2026 05:47:37.546665+00","3/5/2026 05:47:37.546665+00","西安市高陵区鹿苑街道高陵天下9栋4单元","2","豪装","2","高陵天下","西北","6236.71","住宅","18"
"7467","166.6","4","13","2025","1167284.57","鹿苑街道","34.525771","109.078121","available","3/5/2026 05:47:37.546665+00","3/5/2026 05:47:37.546665+00","西安市高陵区鹿苑街道鹿苑华庭12栋3单元","2","毛坯","3","鹿苑华庭","东","7006.51","别墅","25"
"7468","101.9","2","18","2026","740435.97","耿镇街道","34.530872","109.100297","available","3/5/2026 05:47:37.546665+00","3/5/2026 05:47:37.546665+00","西安市高陵区耿镇街道高陵恒大20栋2单元","1","豪装","1","高陵恒大","东南","7266.3","住宅","25"
"7469","168.9","4","17","2026","1090207.28","渭水片区","34.52995","109.087368","available","3/5/2026 05:47:37.546665+00","3/5/2026 05:47:37.546665+00","西安市高陵区渭水片区渭水茗居12栋1单元","1","精装","3","渭水茗居","南","6454.75","住宅","30"
"7470","102.4","3","1","2025","531353.6","泾渭街道","34.521417","109.081064","available","3/5/2026 05:47:37.546665+00","3/5/2026 05:47:37.546665+00","西安市高陵区泾渭街道泾渭新城11栋2单元","1","精装","2","泾渭新城","北","5189","住宅","6"
"7471","123.9","3","5","2025","698906.27","泾渭街道","34.522063","109.094891","available","3/5/2026 05:47:37.546665+00","3/5/2026 05:47:37.546665+00","西安市高陵区泾渭街道泾渭春天17栋2单元","2","精装","2","泾渭春天","东南","5640.89","住宅","18"
"7472","140.8","4","8","2026","980545.28","通远街道","34.541617","109.088261","available","3/5/2026 05:47:37.546665+00","3/5/2026 05:47:37.546665+00","西安市高陵区通远街道高陵碧桂园2栋1单元","2","毛坯","3","高陵碧桂园","南","6964.1","住宅","11"
"7473","86.8","2","15","2025","389807.52","渭水片区","34.538125","109.067005","available","3/5/2026 05:47:37.546665+00","3/5/2026 05:47:37.546665+00","西安市高陵区渭水片区渭水家园14栋5单元","1","精装","1","渭水家园","南","4490.87","住宅","18"
"7474","150.8","4","13","2026","985735.87","泾渭街道","34.522764","109.082575","available","3/5/2026 05:47:37.546665+00","3/5/2026 05:47:37.546665+00","西安市高陵区泾渭街道泾渭新城13栋5单元","1","精装","3","泾渭新城","东","6536.71","住宅","18"
